year,county,rating_area,insurer,plan,metal_tier,enrollment_est
2014,COLUSA,1,Blue Shield of California,EPO,Minimum Coverage,0.5338911912342595
2014,COLUSA,1,Blue Shield of California,EPO,Platinum,1.9882145598948164
2014,COLUSA,1,Blue Shield of California,EPO,Silver,44.40709918511119
2014,COLUSA,1,Kaiser Permanente,HMO,Bronze,0.0
2014,COLUSA,1,Kaiser Permanente,HMO,Gold,0.0
2014,COLUSA,1,Kaiser Permanente,HMO,Platinum,0.0
2014,COLUSA,1,Kaiser Permanente,HMO,Silver,0.0
2014,CONTRA COSTA,5,Anthem Blue Cross of California,PPO,Bronze,852.527927946293
2014,CONTRA COSTA,5,Anthem Blue Cross of California,PPO,Gold,129.62265322162574
2014,CONTRA COSTA,5,Anthem Blue Cross of California,PPO,Minimum Coverage,38.91376105919936
2014,CONTRA COSTA,5,Anthem Blue Cross of California,PPO,Platinum,159.55271025671288
2014,CONTRA COSTA,5,Anthem Blue Cross of California,PPO,Silver,1050.0496115077624
2014,CONTRA COSTA,5,Blue Shield of California,PPO,Bronze,1624.1429474641407
2014,CONTRA COSTA,5,Blue Shield of California,PPO,Gold,1215.9534013821662
2014,CONTRA COSTA,5,Blue Shield of California,PPO,Minimum Coverage,9.724398852600348
2014,CONTRA COSTA,5,Blue Shield of California,PPO,Platinum,837.3037495392673
2014,CONTRA COSTA,5,Blue Shield of California,PPO,Silver,9026.675217268728
2014,CONTRA COSTA,5,Contra Costa Health Plan,HMO,Bronze,196.79412769078135
2014,CONTRA COSTA,5,Contra Costa Health Plan,HMO,Gold,58.69231704951956
2014,CONTRA COSTA,5,Contra Costa Health Plan,HMO,Minimum Coverage,38.17646026606653
2014,CONTRA COSTA,5,Contra Costa Health Plan,HMO,Platinum,48.915518071744685
2014,CONTRA COSTA,5,Contra Costa Health Plan,HMO,Silver,637.7145505487706
2014,CONTRA COSTA,5,Health Net,PPO,Bronze,237.8696183799705
2014,CONTRA COSTA,5,Health Net,PPO,Gold,49.265807278411415
2014,CONTRA COSTA,5,Health Net,PPO,Minimum Coverage,105.74843445174037
2014,CONTRA COSTA,5,Health Net,PPO,Platinum,39.41687946728137
2014,CONTRA COSTA,5,Health Net,PPO,Silver,177.8816173426239
2014,CONTRA COSTA,5,Kaiser Permanente,HMO,Bronze,5388.665378518815
2014,CONTRA COSTA,5,Kaiser Permanente,HMO,Gold,826.4658210682768
2014,CONTRA COSTA,5,Kaiser Permanente,HMO,Minimum Coverage,87.43694537039342
2014,CONTRA COSTA,5,Kaiser Permanente,HMO,Platinum,1244.811142664994
2014,CONTRA COSTA,5,Kaiser Permanente,HMO,Silver,9377.679003332112
2014,DEL NORTE,1,Anthem Blue Cross of California,EPO,Bronze,0.0
2014,DEL NORTE,1,Anthem Blue Cross of California,PPO,Bronze,148.5408269540851
2014,DEL NORTE,1,Anthem Blue Cross of California,PPO,Gold,17.406416878265247
2014,DEL NORTE,1,Anthem Blue Cross of California,PPO,Minimum Coverage,0.0
2014,DEL NORTE,1,Anthem Blue Cross of California,PPO,Platinum,7.884700396107257
2014,DEL NORTE,1,Anthem Blue Cross of California,PPO,Silver,226.16805577154844
2014,DEL NORTE,1,Blue Shield of California,EPO,Bronze,11.459173045914902
2014,DEL NORTE,1,Blue Shield of California,EPO,Gold,2.5935831217347536
2014,DEL NORTE,1,Blue Shield of California,EPO,Minimum Coverage,0.0
2014,DEL NORTE,1,Blue Shield of California,EPO,Platinum,2.1152996038927436
2014,DEL NORTE,1,Blue Shield of California,EPO,Silver,23.83194422845155
2014,DEL NORTE,1,Kaiser Permanente,HMO,Bronze,0.0
2014,DEL NORTE,1,Kaiser Permanente,HMO,Gold,0.0
2014,DEL NORTE,1,Kaiser Permanente,HMO,Platinum,0.0
2014,DEL NORTE,1,Kaiser Permanente,HMO,Silver,0.0
2014,EL DORADO,3,Anthem Blue Cross of California,HMO,Gold,1.986259583208358
2014,EL DORADO,3,Anthem Blue Cross of California,HMO,Platinum,1.9362447607704463
2014,EL DORADO,3,Anthem Blue Cross of California,HMO,Silver,4.448033263588305
2014,EL DORADO,3,Anthem Blue Cross of California,PPO,Bronze,1195.2926978759845
2014,EL DORADO,3,Anthem Blue Cross of California,PPO,Gold,85.4091620779594
2014,EL DORADO,3,Anthem Blue Cross of California,PPO,Minimum Coverage,20.70133201095498
2014,EL DORADO,3,Anthem Blue Cross of California,PPO,Platinum,63.89607710542473
2014,EL DORADO,3,Anthem Blue Cross of California,PPO,Silver,1630.9455299823778
2014,EL DORADO,3,Blue Shield of California,PPO,Bronze,285.2685513952065
2014,EL DORADO,3,Blue Shield of California,PPO,Gold,205.15837414708756
2014,EL DORADO,3,Blue Shield of California,PPO,Minimum Coverage,1.9237209151101335
2014,EL DORADO,3,Blue Shield of California,PPO,Platinum,140.1656157929022
2014,EL DORADO,3,Blue Shield of California,PPO,Silver,1430.653016636151
2014,EL DORADO,3,Kaiser Permanente,HMO,Bronze,412.1530048351155
2014,EL DORADO,3,Kaiser Permanente,HMO,Gold,69.73799569915556
2014,EL DORADO,3,Kaiser Permanente,HMO,Minimum Coverage,4.203748769904285
2014,EL DORADO,3,Kaiser Permanente,HMO,Platinum,100.85236516081935
2014,EL DORADO,3,Kaiser Permanente,HMO,Silver,755.1144243733094
2014,EL DORADO,3,Western Health Advantage,HMO,Bronze,37.28574589369371
2014,EL DORADO,3,Western Health Advantage,HMO,Gold,7.708208492589109
2014,EL DORADO,3,Western Health Advantage,HMO,Minimum Coverage,3.171198304030598
2014,EL DORADO,3,Western Health Advantage,HMO,Platinum,13.149697180083292
2014,EL DORADO,3,Western Health Advantage,HMO,Silver,38.838995744573616
2014,FRESNO,11,Anthem Blue Cross of California,HMO,Gold,15.997330837457161
2014,FRESNO,11,Anthem Blue Cross of California,HMO,Platinum,16.031206268356968
2014,FRESNO,11,Anthem Blue Cross of California,HMO,Silver,176.82284288925612
2014,FRESNO,11,Anthem Blue Cross of California,PPO,Bronze,3183.8317010421806
2014,FRESNO,11,Anthem Blue Cross of California,PPO,Gold,199.96663546821455
2014,FRESNO,11,Anthem Blue Cross of California,PPO,Minimum Coverage,80.6692895133468
2014,FRESNO,11,Anthem Blue Cross of California,PPO,Platinum,128.24965014685574
2014,FRESNO,11,Anthem Blue Cross of California,PPO,Silver,4492.907689777007
2014,FRESNO,11,Blue Shield of California,PPO,Bronze,507.79692225767957
2014,FRESNO,11,Blue Shield of California,PPO,Gold,329.13737292118816
2014,FRESNO,11,Blue Shield of California,PPO,Minimum Coverage,0.0
2014,FRESNO,11,Blue Shield of California,PPO,Platinum,245.45811615813685
2014,FRESNO,11,Blue Shield of California,PPO,Silver,6291.586959349877
2014,FRESNO,11,Kaiser Permanente,HMO,Bronze,778.3713767001406
2014,FRESNO,11,Kaiser Permanente,HMO,Gold,124.89866077314018
2014,FRESNO,11,Kaiser Permanente,HMO,Minimum Coverage,9.330710486653192
2014,FRESNO,11,Kaiser Permanente,HMO,Platinum,200.26102742665043
2014,FRESNO,11,Kaiser Permanente,HMO,Silver,1748.6825079838595
2014,GLENN,1,Anthem Blue Cross of California,EPO,Bronze,0.0
2014,GLENN,1,Anthem Blue Cross of California,PPO,Bronze,234.62991500669338
2014,GLENN,1,Anthem Blue Cross of California,PPO,Gold,9.576654501665661
2014,GLENN,1,Anthem Blue Cross of California,PPO,Minimum Coverage,0.0
2014,GLENN,1,Anthem Blue Cross of California,PPO,Platinum,18.52549311388366
2014,GLENN,1,Anthem Blue Cross of California,PPO,Silver,407.26793737775733
2014,GLENN,1,Blue Shield of California,EPO,Bronze,5.370084993306638
2014,GLENN,1,Blue Shield of California,EPO,Gold,0.4233454983343387
2014,GLENN,1,Blue Shield of California,EPO,Minimum Coverage,0.0
2014,GLENN,1,Blue Shield of California,EPO,Platinum,1.4745068861163382
2014,GLENN,1,Blue Shield of California,EPO,Silver,12.732062622242662
2014,GLENN,1,Kaiser Permanente,HMO,Bronze,0.0
2014,GLENN,1,Kaiser Permanente,HMO,Gold,0.0
2014,GLENN,1,Kaiser Permanente,HMO,Platinum,0.0
2014,GLENN,1,Kaiser Permanente,HMO,Silver,0.0
2014,HUMBOLDT,1,Anthem Blue Cross of California,EPO,Bronze,0.0
2014,HUMBOLDT,1,Anthem Blue Cross of California,PPO,Bronze,1291.4276429950392
2014,HUMBOLDT,1,Anthem Blue Cross of California,PPO,Gold,172.0607718054274
2014,HUMBOLDT,1,Anthem Blue Cross of California,PPO,Minimum Coverage,18.753861086170033
2014,HUMBOLDT,1,Anthem Blue Cross of California,PPO,Platinum,116.06609661884887
2014,HUMBOLDT,1,Anthem Blue Cross of California,PPO,Silver,2780.683397041643
2014,HUMBOLDT,1,Blue Shield of California,EPO,Bronze,108.57235700496084
2014,HUMBOLDT,1,Blue Shield of California,EPO,Gold,27.939228194572603
2014,HUMBOLDT,1,Blue Shield of California,EPO,Minimum Coverage,1.2461389138299663
2014,HUMBOLDT,1,Blue Shield of California,EPO,Platinum,33.93390338115112
2014,HUMBOLDT,1,Blue Shield of California,EPO,Silver,319.31660295835724
2014,HUMBOLDT,1,Kaiser Permanente,HMO,Bronze,0.0
2014,HUMBOLDT,1,Kaiser Permanente,HMO,Gold,0.0
2014,HUMBOLDT,1,Kaiser Permanente,HMO,Platinum,0.0
2014,HUMBOLDT,1,Kaiser Permanente,HMO,Silver,0.0
2014,IMPERIAL,13,Anthem Blue Cross of California,PPO,Bronze,1396.8097333206526
2014,IMPERIAL,13,Anthem Blue Cross of California,PPO,Gold,12.179606641790505
2014,IMPERIAL,13,Anthem Blue Cross of California,PPO,Minimum Coverage,9.999999999999998
2014,IMPERIAL,13,Anthem Blue Cross of California,PPO,Platinum,13.541551350493256
2014,IMPERIAL,13,Anthem Blue Cross of California,PPO,Silver,402.1447518258959
2014,IMPERIAL,13,Blue Shield of California,PPO,Bronze,663.2768034780757
2014,IMPERIAL,13,Blue Shield of California,PPO,Gold,32.720355262271575
2014,IMPERIAL,13,Blue Shield of California,PPO,Minimum Coverage,0.0
2014,IMPERIAL,13,Blue Shield of California,PPO,Platinum,20.788115460859327
2014,IMPERIAL,13,Blue Shield of California,PPO,Silver,1338.388272478711
2014,IMPERIAL,13,Kaiser Permanente,HMO,Bronze,9.913463201272119
2014,IMPERIAL,13,Kaiser Permanente,HMO,Gold,5.100038095937923
2014,IMPERIAL,13,Kaiser Permanente,HMO,Minimum Coverage,0.0
2014,IMPERIAL,13,Kaiser Permanente,HMO,Platinum,5.670333188647419
2014,IMPERIAL,13,Kaiser Permanente,HMO,Silver,39.466975695393025
2014,INYO,13,Anthem Blue Cross of California,PPO,Bronze,144.8887736349128
2014,INYO,13,Anthem Blue Cross of California,PPO,Gold,10.863749750628253
2014,INYO,13,Anthem Blue Cross of California,PPO,Minimum Coverage,0.0
2014,INYO,13,Anthem Blue Cross of California,PPO,Platinum,9.96731445967351
2014,INYO,13,Anthem Blue Cross of California,PPO,Silver,94.27477254757618
2014,INYO,13,Blue Shield of California,PPO,Bronze,45.111226365087184
2014,INYO,13,Blue Shield of California,PPO,Gold,19.13625024937175
2014,INYO,13,Blue Shield of California,PPO,Minimum Coverage,0.0
2014,INYO,13,Blue Shield of California,PPO,Platinum,10.03268554032649
2014,INYO,13,Blue Shield of California,PPO,Silver,205.72522745242378
2014,INYO,13,Kaiser Permanente,HMO,Bronze,0.0
2014,INYO,13,Kaiser Permanente,HMO,Gold,0.0
2014,INYO,13,Kaiser Permanente,HMO,Minimum Coverage,0.0
2014,INYO,13,Kaiser Permanente,HMO,Platinum,0.0
2014,INYO,13,Kaiser Permanente,HMO,Silver,0.0
2014,KERN,14,Anthem Blue Cross of California,PPO,Bronze,2363.4089693514425
2014,KERN,14,Anthem Blue Cross of California,PPO,Gold,197.4249293527336
2014,KERN,14,Anthem Blue Cross of California,PPO,Minimum Coverage,27.988407321657263
2014,KERN,14,Anthem Blue Cross of California,PPO,Platinum,157.7413306843409
2014,KERN,14,Anthem Blue Cross of California,PPO,Silver,2483.4328648144797
2014,KERN,14,Blue Shield of California,PPO,Bronze,320.04066836576015
2014,KERN,14,Blue Shield of California,PPO,Gold,394.330437783646
2014,KERN,14,Blue Shield of California,PPO,Platinum,305.22178320311036
2014,KERN,14,Blue Shield of California,PPO,Silver,6160.412159793677
2014,KERN,14,Health Net,PPO,Bronze,417.94394033914807
2014,KERN,14,Health Net,PPO,Gold,19.617508856820137
2014,KERN,14,Health Net,PPO,Minimum Coverage,83.43366215011868
2014,KERN,14,Health Net,PPO,Platinum,9.796419713597212
2014,KERN,14,Health Net,PPO,Silver,159.20715879699387
2014,KERN,14,Kaiser Permanente,HMO,Bronze,478.606421943649
2014,KERN,14,Kaiser Permanente,HMO,Gold,78.62712400680013
2014,KERN,14,Kaiser Permanente,HMO,Minimum Coverage,18.577930528224055
2014,KERN,14,Kaiser Permanente,HMO,Platinum,147.24046639895153
2014,KERN,14,Kaiser Permanente,HMO,Silver,1026.9478165948492
2014,KINGS,11,Anthem Blue Cross of California,HMO,Gold,2.005688001553904
2014,KINGS,11,Anthem Blue Cross of California,HMO,Platinum,1.6614147329374909
2014,KINGS,11,Anthem Blue Cross of California,HMO,Silver,15.85894064278531
2014,KINGS,11,Anthem Blue Cross of California,PPO,Bronze,329.39778434723235
2014,KINGS,11,Anthem Blue Cross of California,PPO,Gold,25.071100019423792
2014,KINGS,11,Anthem Blue Cross of California,PPO,Minimum Coverage,9.753768992060111
2014,KINGS,11,Anthem Blue Cross of California,PPO,Platinum,13.291317863499927
2014,KINGS,11,Anthem Blue Cross of California,PPO,Silver,402.9612645144085
2014,KINGS,11,Blue Shield of California,PPO,Bronze,63.026167935241794
2014,KINGS,11,Blue Shield of California,PPO,Gold,49.50548452842997
2014,KINGS,11,Blue Shield of California,PPO,Minimum Coverage,0.0
2014,KINGS,11,Blue Shield of California,PPO,Platinum,30.517539760834673
2014,KINGS,11,Blue Shield of California,PPO,Silver,676.9495058555784
2014,KINGS,11,Kaiser Permanente,HMO,Bronze,17.5760477175259
2014,KINGS,11,Kaiser Permanente,HMO,Gold,3.417727450592339
2014,KINGS,11,Kaiser Permanente,HMO,Minimum Coverage,0.2462310079398887
2014,KINGS,11,Kaiser Permanente,HMO,Platinum,4.529727642727906
2014,KINGS,11,Kaiser Permanente,HMO,Silver,34.230288987227574
2014,LAKE,1,Anthem Blue Cross of California,EPO,Bronze,0.0
2014,LAKE,1,Anthem Blue Cross of California,PPO,Bronze,481.8158347463683
2014,LAKE,1,Anthem Blue Cross of California,PPO,Gold,78.53429491150052
2014,LAKE,1,Anthem Blue Cross of California,PPO,Minimum Coverage,8.994033464209565
2014,LAKE,1,Anthem Blue Cross of California,PPO,Platinum,40.210916439360304
2014,LAKE,1,Anthem Blue Cross of California,PPO,Silver,988.8576188506745
2014,LAKE,1,Blue Shield of California,EPO,Bronze,68.18416525363165
2014,LAKE,1,Blue Shield of California,EPO,Gold,21.465705088499483
2014,LAKE,1,Blue Shield of California,EPO,Minimum Coverage,1.005966535790436
2014,LAKE,1,Blue Shield of California,EPO,Platinum,19.789083560639693
2014,LAKE,1,Blue Shield of California,EPO,Silver,191.1423811493254
2014,LAKE,1,Kaiser Permanente,HMO,Bronze,0.0
2014,LAKE,1,Kaiser Permanente,HMO,Gold,0.0
2014,LAKE,1,Kaiser Permanente,HMO,Platinum,0.0
2014,LAKE,1,Kaiser Permanente,HMO,Silver,0.0
2014,LASSEN,1,Anthem Blue Cross of California,EPO,Bronze,0.0
2014,LASSEN,1,Anthem Blue Cross of California,PPO,Bronze,105.36446199000733
2014,LASSEN,1,Anthem Blue Cross of California,PPO,Gold,18.43361054548078
2014,LASSEN,1,Anthem Blue Cross of California,PPO,Minimum Coverage,0.0
2014,LASSEN,1,Anthem Blue Cross of California,PPO,Platinum,8.673043279710559
2014,LASSEN,1,Anthem Blue Cross of California,PPO,Silver,207.52888418480055
2014,LASSEN,1,Blue Shield of California,EPO,Bronze,4.635538009992684
2014,LASSEN,1,Blue Shield of California,EPO,Gold,1.56638945451922
2014,LASSEN,1,Blue Shield of California,EPO,Minimum Coverage,0.0
2014,LASSEN,1,Blue Shield of California,EPO,Platinum,1.3269567202894401
2014,LASSEN,1,Blue Shield of California,EPO,Silver,12.47111581519947
2014,LASSEN,1,Kaiser Permanente,HMO,Bronze,0.0
2014,LASSEN,1,Kaiser Permanente,HMO,Gold,0.0
2014,LASSEN,1,Kaiser Permanente,HMO,Platinum,0.0
2014,LASSEN,1,Kaiser Permanente,HMO,Silver,0.0
2014,LOS ANGELES,15,Anthem Blue Cross of California,EPO,Bronze,4923.245796417451
2014,LOS ANGELES,16,Anthem Blue Cross of California,EPO,Bronze,8725.75271234963
2014,LOS ANGELES,15,Anthem Blue Cross of California,EPO,Gold,419.95416392204055
2014,LOS ANGELES,16,Anthem Blue Cross of California,EPO,Gold,1219.8668571068797
2014,LOS ANGELES,15,Anthem Blue Cross of California,EPO,Minimum Coverage,250.07814968234328
2014,LOS ANGELES,16,Anthem Blue Cross of California,EPO,Minimum Coverage,630.196937199505
2014,LOS ANGELES,15,Anthem Blue Cross of California,EPO,Platinum,469.6332390787035
2014,LOS ANGELES,16,Anthem Blue Cross of California,EPO,Platinum,1358.9387343553979
2014,LOS ANGELES,15,Anthem Blue Cross of California,EPO,Silver,4590.592452018485
2014,LOS ANGELES,16,Anthem Blue Cross of California,EPO,Silver,10041.295908118866
2014,LOS ANGELES,15,Anthem Blue Cross of California,HMO,Gold,219.97599062583075
2014,LOS ANGELES,16,Anthem Blue Cross of California,HMO,Gold,629.9312458830608
2014,LOS ANGELES,15,Anthem Blue Cross of California,HMO,Platinum,169.86734179442473
2014,LOS ANGELES,16,Anthem Blue Cross of California,HMO,Platinum,499.6098288071315
2014,LOS ANGELES,15,Anthem Blue Cross of California,HMO,Silver,4790.61826692125
2014,LOS ANGELES,16,Anthem Blue Cross of California,HMO,Silver,16242.096170104618
2014,LOS ANGELES,15,Blue Shield of California,PPO,Bronze,6620.49833293265
2014,LOS ANGELES,16,Blue Shield of California,PPO,Bronze,5500.414022829242
2014,LOS ANGELES,15,Blue Shield of California,PPO,Gold,3467.5948655768725
2014,LOS ANGELES,16,Blue Shield of California,PPO,Gold,4087.1651297433464
2014,LOS ANGELES,15,Blue Shield of California,PPO,Minimum Coverage,59.98370181734376
2014,LOS ANGELES,16,Blue Shield of California,PPO,Minimum Coverage,89.97555272601562
2014,LOS ANGELES,15,Blue Shield of California,PPO,Platinum,2646.3855612321277
2014,LOS ANGELES,16,Blue Shield of California,PPO,Platinum,4104.394210061903
2014,LOS ANGELES,15,Blue Shield of California,PPO,Silver,45689.19950884086
2014,LOS ANGELES,16,Blue Shield of California,PPO,Silver,27727.37681853523
2014,LOS ANGELES,15,Health Net,HMO,Gold,3768.3484705953306
2014,LOS ANGELES,16,Health Net,HMO,Gold,4318.107531292262
2014,LOS ANGELES,15,Health Net,HMO,Platinum,2327.415891325972
2014,LOS ANGELES,16,Health Net,HMO,Platinum,2577.1386264467847
2014,LOS ANGELES,15,Health Net,HMO,Silver,46760.648722409
2014,LOS ANGELES,16,Health Net,HMO,Silver,49990.00291042227
2014,LOS ANGELES,15,Health Net,PPO,Bronze,1260.4164600470444
2014,LOS ANGELES,16,Health Net,PPO,Bronze,4321.427863018439
2014,LOS ANGELES,15,Health Net,PPO,Minimum Coverage,789.9869824189636
2014,LOS ANGELES,16,Health Net,PPO,Minimum Coverage,649.9892893320589
2014,LOS ANGELES,15,Kaiser Permanente,HMO,Bronze,3763.054760670439
2014,LOS ANGELES,16,Kaiser Permanente,HMO,Bronze,5894.785250092787
2014,LOS ANGELES,15,Kaiser Permanente,HMO,Gold,710.030864245445
2014,LOS ANGELES,16,Kaiser Permanente,HMO,Gold,850.0369501529977
2014,LOS ANGELES,15,Kaiser Permanente,HMO,Minimum Coverage,190.08840080252872
2014,LOS ANGELES,16,Kaiser Permanente,HMO,Minimum Coverage,250.11631684543258
2014,LOS ANGELES,15,Kaiser Permanente,HMO,Platinum,1459.0833528129372
2014,LOS ANGELES,16,Kaiser Permanente,HMO,Platinum,1668.9515062997298
2014,LOS ANGELES,15,Kaiser Permanente,HMO,Silver,7272.048069188114
2014,LOS ANGELES,16,Kaiser Permanente,HMO,Silver,9802.760808534182
2014,LOS ANGELES,15,L.A. Care Health Plan,HMO,Bronze,7345.911938149346
2014,LOS ANGELES,16,L.A. Care Health Plan,HMO,Bronze,14951.679264586968
2014,LOS ANGELES,15,L.A. Care Health Plan,HMO,Gold,189.74841855042817
2014,LOS ANGELES,16,L.A. Care Health Plan,HMO,Gold,279.62924839010464
2014,LOS ANGELES,15,L.A. Care Health Plan,HMO,Minimum Coverage,39.963884276157295
2014,LOS ANGELES,16,L.A. Care Health Plan,HMO,Minimum Coverage,419.6207848996516
2014,LOS ANGELES,15,L.A. Care Health Plan,HMO,Platinum,259.48142839701364
2014,LOS ANGELES,16,L.A. Care Health Plan,HMO,Platinum,339.3218679037871
2014,LOS ANGELES,15,L.A. Care Health Plan,HMO,Silver,1768.077436072829
2014,LOS ANGELES,16,L.A. Care Health Plan,HMO,Silver,2377.414857544256
2014,LOS ANGELES,15,Molina Healthcare,HMO,Bronze,258.9323061231776
2014,LOS ANGELES,16,Molina Healthcare,HMO,Bronze,1483.8812927828255
2014,LOS ANGELES,15,Molina Healthcare,HMO,Gold,19.90256597885033
